,juror,country,fight,role,score,participant,problem,round,fightName
197,Sonia Natale,Ukraine - National University of Kharkiv,1,Mod,7.0,Olha Zaitseva,5. Water dancing ball,1,Selective Fight 1| Room CO017| Round 1
198,Vadim Semaka,Germany,1,Rep,5.0,Simon Michalke,5. Water dancing ball,1,Selective Fight 1| Room CO017| Round 1
199,Vadim Semaka,Italy,1,Opp,7.0,Alessandro Mariani,5. Water dancing ball,1,Selective Fight 1| Room CO017| Round 1
200,Vadim Semaka,Ukraine - National University of Kharkiv,1,Mod,8.0,Olha Zaitseva,5. Water dancing ball,1,Selective Fight 1| Room CO017| Round 1
201,Andrew Penton,Croatia,1,Rep,8.0,Luka Bakrač,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
202,Andrew Penton,Switzerland,1,Opp,6.0,Ruslan Mushkaev,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
203,Andrew Penton,Brazil,1,Mod,5.0,Matheus Pessoa,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
204,Daniil Sytnikov,Croatia,1,Rep,8.0,Luka Bakrač,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
205,Daniil Sytnikov,Switzerland,1,Opp,6.0,Ruslan Mushkaev,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
206,Daniil Sytnikov,Brazil,1,Mod,5.0,Matheus Pessoa,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
207,Michael Wagenpfeil,Croatia,1,Rep,7.0,Luka Bakrač,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
208,Michael Wagenpfeil,Switzerland,1,Opp,6.0,Ruslan Mushkaev,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
209,Michael Wagenpfeil,Brazil,1,Mod,5.0,Matheus Pessoa,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
210,Peter Vesborg,Croatia,1,Rep,9.0,Luka Bakrač,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
211,Peter Vesborg,Switzerland,1,Opp,8.0,Ruslan Mushkaev,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
212,Peter Vesborg,Brazil,1,Mod,8.0,Matheus Pessoa,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
213,Thibault Guillet,Croatia,1,Rep,7.0,Luka Bakrač,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
214,Thibault Guillet,Switzerland,1,Opp,5.0,Ruslan Mushkaev,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
215,Thibault Guillet,Brazil,1,Mod,6.0,Matheus Pessoa,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
216,Zakhar Maizelis,Croatia,1,Rep,7.0,Luka Bakrač,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
217,Zakhar Maizelis,Switzerland,1,Opp,7.0,Ruslan Mushkaev,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
218,Zakhar Maizelis,Brazil,1,Mod,6.0,Matheus Pessoa,6. Broken pencils,2,Selective Fight 1| Room CO015| Round 2
219,Guilhem Gallot,Italy,1,Rep,8.0,Alessandro Bossi,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
220,Guilhem Gallot,Ukraine - National University of Kharkiv,1,Opp,7.0,Hryhorii Ovcharenko,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
221,Guilhem Gallot,Germany,1,Mod,8.0,Lucia Härer,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
222,Jean Philippe,Italy,1,Rep,6.0,Alessandro Bossi,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
223,Jean Philippe,Ukraine - National University of Kharkiv,1,Opp,7.0,Hryhorii Ovcharenko,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
224,Jean Philippe,Germany,1,Mod,9.0,Lucia Härer,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
225,Marcin Swillo,Italy,1,Rep,7.0,Alessandro Bossi,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
226,Marcin Swillo,Ukraine - National University of Kharkiv,1,Opp,7.0,Hryhorii Ovcharenko,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
227,Marcin Swillo,Germany,1,Mod,6.0,Lucia Härer,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
228,Nicolas Plihon,Italy,1,Rep,5.0,Alessandro Bossi,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
229,Nicolas Plihon,Ukraine - National University of Kharkiv,1,Opp,6.0,Hryhorii Ovcharenko,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
230,Nicolas Plihon,Germany,1,Mod,8.0,Lucia Härer,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
231,Piotr Podlaski,Italy,1,Rep,6.0,Alessandro Bossi,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
232,Piotr Podlaski,Ukraine - National University of Kharkiv,1,Opp,7.0,Hryhorii Ovcharenko,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
233,Piotr Podlaski,Germany,1,Mod,6.0,Lucia Härer,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
234,Sonia Natale,Italy,1,Rep,8.0,Alessandro Bossi,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
235,Sonia Natale,Ukraine - National University of Kharkiv,1,Opp,7.0,Hryhorii Ovcharenko,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
236,Sonia Natale,Germany,1,Mod,6.0,Lucia Härer,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
237,Vadim Semaka,Italy,1,Rep,5.0,Alessandro Bossi,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
238,Vadim Semaka,Ukraine - National University of Kharkiv,1,Opp,6.0,Hryhorii Ovcharenko,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
239,Vadim Semaka,Germany,1,Mod,7.0,Lucia Härer,4. Escaping helicopters,2,Selective Fight 1| Room CO017| Round 2
240,Dmytro Oliinychenko,France – École polytechnique,1,Rep,7.0,Aris Benakli,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
241,Dmytro Oliinychenko,Greece,1,Opp,8.0,Christos Andrikopoulos,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
242,Dmytro Oliinychenko,Denmark,1,Mod,4.0,Benjamin Larsen,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
243,Nina Samylova,France – École polytechnique,1,Rep,6.0,Aris Benakli,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
244,Nina Samylova,Greece,1,Opp,7.0,Christos Andrikopoulos,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
245,Nina Samylova,Denmark,1,Mod,5.0,Benjamin Larsen,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
246,Samy Adjam,France – École polytechnique,1,Rep,8.0,Aris Benakli,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
247,Samy Adjam,Greece,1,Opp,6.0,Christos Andrikopoulos,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
248,Samy Adjam,Denmark,1,Mod,6.0,Benjamin Larsen,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
249,Stanislav Vinogradov,France – École polytechnique,1,Rep,7.0,Aris Benakli,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
250,Stanislav Vinogradov,Greece,1,Opp,8.0,Christos Andrikopoulos,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
251,Stanislav Vinogradov,Denmark,1,Mod,7.0,Benjamin Larsen,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
252,Thiago Americo da Silva Cardoso,France – École polytechnique,1,Rep,6.0,Aris Benakli,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
253,Thiago Americo da Silva Cardoso,Greece,1,Opp,9.0,Christos Andrikopoulos,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
254,Thiago Americo da Silva Cardoso,Denmark,1,Mod,7.0,Benjamin Larsen,6. Broken pencils,2,Selective Fight 1| Room CO122| Round 2
255,Benoit Truc,Ukraine - TSNUK,1,Rep,6.0,Oleksandr KorostyshevskyiandOleh Trofimiuk,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
256,Benoit Truc,Poland,1,Opp,6.0,Paweł Szczypkowski,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
257,Benoit Truc,Russia – Voronezh State University + VSTU + MIPT,1,Mod,6.0,Sergei Glebov,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
258,Dhimiter Canko,Ukraine - TSNUK,1,Rep,7.0,Oleksandr KorostyshevskyiandOleh Trofimiuk,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
259,Dhimiter Canko,Poland,1,Opp,7.0,Paweł Szczypkowski,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
260,Dhimiter Canko,Russia – Voronezh State University + VSTU + MIPT,1,Mod,6.0,Sergei Glebov,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
261,Jean-Marie Fürbringer,Ukraine - TSNUK,1,Rep,6.0,Oleksandr KorostyshevskyiandOleh Trofimiuk,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
262,Jean-Marie Fürbringer,Poland,1,Opp,7.0,Paweł Szczypkowski,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
263,Jean-Marie Fürbringer,Russia – Voronezh State University + VSTU + MIPT,1,Mod,8.0,Sergei Glebov,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
264,Lorenzo Périssé,Ukraine - TSNUK,1,Rep,7.0,Oleksandr KorostyshevskyiandOleh Trofimiuk,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
265,Lorenzo Périssé,Poland,1,Opp,8.0,Paweł Szczypkowski,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
266,Lorenzo Périssé,Russia – Voronezh State University + VSTU + MIPT,1,Mod,9.0,Sergei Glebov,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
267,Marko Jerčić,Ukraine - TSNUK,1,Rep,8.0,Oleksandr KorostyshevskyiandOleh Trofimiuk,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
268,Marko Jerčić,Poland,1,Opp,8.0,Paweł Szczypkowski,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
269,Marko Jerčić,Russia – Voronezh State University + VSTU + MIPT,1,Mod,9.0,Sergei Glebov,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
270,Simon Luca Villani,Ukraine - TSNUK,1,Rep,6.0,Oleksandr KorostyshevskyiandOleh Trofimiuk,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
271,Simon Luca Villani,Poland,1,Opp,8.0,Paweł Szczypkowski,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
272,Simon Luca Villani,Russia – Voronezh State University + VSTU + MIPT,1,Mod,6.0,Sergei Glebov,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
273,Suzanne Andersen,Ukraine - TSNUK,1,Rep,6.0,Oleksandr KorostyshevskyiandOleh Trofimiuk,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
274,Suzanne Andersen,Poland,1,Opp,9.0,Paweł Szczypkowski,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
275,Suzanne Andersen,Russia – Voronezh State University + VSTU + MIPT,1,Mod,8.0,Sergei Glebov,1. Tesla coil engine,3,Selective Fight 1| Room CO124| Round 3
276,Andrew Penton,Switzerland,1,Rep,5.0,Vincent Masson,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
277,Andrew Penton,Brazil,1,Opp,5.0,Andre Juan Ferreira Martins de Moraes,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
278,Andrew Penton,Croatia,1,Mod,6.0,Aleksandar Opančar,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
279,Daniil Sytnikov,Switzerland,1,Rep,8.0,Vincent Masson,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
280,Daniil Sytnikov,Brazil,1,Opp,6.0,Andre Juan Ferreira Martins de Moraes,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
281,Daniil Sytnikov,Croatia,1,Mod,7.0,Aleksandar Opančar,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
282,Michael Wagenpfeil,Switzerland,1,Rep,6.0,Vincent Masson,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
283,Michael Wagenpfeil,Brazil,1,Opp,6.0,Andre Juan Ferreira Martins de Moraes,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
284,Michael Wagenpfeil,Croatia,1,Mod,6.0,Aleksandar Opančar,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
285,Peter Vesborg,Switzerland,1,Rep,5.0,Vincent Masson,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
286,Peter Vesborg,Brazil,1,Opp,7.0,Andre Juan Ferreira Martins de Moraes,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
287,Peter Vesborg,Croatia,1,Mod,6.0,Aleksandar Opančar,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
288,Thibault Guillet,Switzerland,1,Rep,5.0,Vincent Masson,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
289,Thibault Guillet,Brazil,1,Opp,6.0,Andre Juan Ferreira Martins de Moraes,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
290,Thibault Guillet,Croatia,1,Mod,6.0,Aleksandar Opančar,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
291,Zakhar Maizelis,Switzerland,1,Rep,7.0,Vincent Masson,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
292,Zakhar Maizelis,Brazil,1,Opp,8.0,Andre Juan Ferreira Martins de Moraes,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
293,Zakhar Maizelis,Croatia,1,Mod,6.0,Aleksandar Opančar,17. Lab Shock Diamonds,3,Selective Fight 1| Room CO015| Round 3
294,Anastasiia Vasylchenkova,Russia – MIPT,1,Rep,7.0,Masha Demyanenko,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
295,Anastasiia Vasylchenkova,Australia,1,Opp,7.0,Ahmad Mohit,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
296,Anastasiia Vasylchenkova,France – Université de Lyon,1,Mod,7.0,Pascal Wang,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
297,Andrés  García Castro,Russia – MIPT,1,Rep,5.0,Masha Demyanenko,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
298,Andrés  García Castro,Australia,1,Opp,7.0,Ahmad Mohit,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
299,Andrés  García Castro,France – Université de Lyon,1,Mod,7.0,Pascal Wang,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
300,Antoine Pochelon,Russia – MIPT,1,Rep,5.0,Masha Demyanenko,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
301,Antoine Pochelon,Australia,1,Opp,6.0,Ahmad Mohit,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
302,Antoine Pochelon,France – Université de Lyon,1,Mod,6.0,Pascal Wang,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
303,Arnaud Raoux,Russia – MIPT,1,Rep,6.0,Masha Demyanenko,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
304,Arnaud Raoux,Australia,1,Opp,8.0,Ahmad Mohit,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
305,Arnaud Raoux,France – Université de Lyon,1,Mod,9.0,Pascal Wang,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
306,Aymeric Galan,Russia – MIPT,1,Rep,2.0,Masha Demyanenko,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
307,Aymeric Galan,Australia,1,Opp,4.0,Ahmad Mohit,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
308,Aymeric Galan,France – Université de Lyon,1,Mod,5.0,Pascal Wang,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
309,Nicoletta Mauri,Russia – MIPT,1,Rep,4.0,Masha Demyanenko,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
310,Nicoletta Mauri,Australia,1,Opp,8.0,Ahmad Mohit,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
311,Nicoletta Mauri,France – Université de Lyon,1,Mod,7.0,Pascal Wang,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
312,Stefan Richter,Russia – MIPT,1,Rep,4.0,Masha Demyanenko,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
313,Stefan Richter,Australia,1,Opp,8.0,Ahmad Mohit,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
314,Stefan Richter,France – Université de Lyon,1,Mod,8.0,Pascal Wang,14. Solar cell characterizer,3,Selective Fight 1| Room CO123| Round 3
315,Guilhem Gallot,Ukraine - National University of Kharkiv,1,Rep,8.0,Hryhorii Ovcharenko,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
316,Guilhem Gallot,Germany,1,Opp,8.0,Aakash Bhat,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
317,Guilhem Gallot,Italy,1,Mod,8.0,Flavien Museur,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
318,Jean Philippe,Ukraine - National University of Kharkiv,1,Rep,9.0,Hryhorii Ovcharenko,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
319,Jean Philippe,Germany,1,Opp,8.0,Aakash Bhat,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
320,Jean Philippe,Italy,1,Mod,7.0,Flavien Museur,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
321,Marcin Swillo,Ukraine - National University of Kharkiv,1,Rep,7.0,Hryhorii Ovcharenko,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
322,Marcin Swillo,Germany,1,Opp,7.0,Aakash Bhat,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
323,Marcin Swillo,Italy,1,Mod,6.0,Flavien Museur,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
324,Nicolas Plihon,Ukraine - National University of Kharkiv,1,Rep,10.0,Hryhorii Ovcharenko,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
325,Nicolas Plihon,Germany,1,Opp,9.0,Aakash Bhat,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
326,Nicolas Plihon,Italy,1,Mod,9.0,Flavien Museur,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
327,Piotr Podlaski,Ukraine - National University of Kharkiv,1,Rep,9.0,Hryhorii Ovcharenko,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
328,Piotr Podlaski,Germany,1,Opp,7.0,Aakash Bhat,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
329,Piotr Podlaski,Italy,1,Mod,6.0,Flavien Museur,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
330,Sonia Natale,Ukraine - National University of Kharkiv,1,Rep,8.0,Hryhorii Ovcharenko,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
331,Sonia Natale,Germany,1,Opp,8.0,Aakash Bhat,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
332,Sonia Natale,Italy,1,Mod,8.0,Flavien Museur,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
333,Vadim Semaka,Ukraine - National University of Kharkiv,1,Rep,6.0,Hryhorii Ovcharenko,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
334,Vadim Semaka,Germany,1,Opp,5.0,Aakash Bhat,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
335,Vadim Semaka,Italy,1,Mod,7.0,Flavien Museur,13. String shooter,3,Selective Fight 1| Room CO017| Round 3
336,Benoit Truc,Poland,1,Rep,6.0,Piotr Górski,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
337,Benoit Truc,Russia – Voronezh State University + VSTU + MIPT,1,Opp,8.0,Sergei Glebov,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
338,Benoit Truc,Colombia,1,Mod,9.0,Daniel Borrero Landazabal,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
339,Dhimiter Canko,Poland,1,Rep,8.0,Piotr Górski,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
340,Dhimiter Canko,Russia – Voronezh State University + VSTU + MIPT,1,Opp,9.0,Sergei Glebov,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
341,Dhimiter Canko,Colombia,1,Mod,9.0,Daniel Borrero Landazabal,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
342,Jean-Marie Fürbringer,Poland,1,Rep,6.0,Piotr Górski,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
343,Jean-Marie Fürbringer,Russia – Voronezh State University + VSTU + MIPT,1,Opp,8.0,Sergei Glebov,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
344,Jean-Marie Fürbringer,Colombia,1,Mod,9.0,Daniel Borrero Landazabal,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
345,Lorenzo Périssé,Poland,1,Rep,6.0,Piotr Górski,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
346,Lorenzo Périssé,Russia – Voronezh State University + VSTU + MIPT,1,Opp,7.0,Sergei Glebov,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
347,Lorenzo Périssé,Colombia,1,Mod,8.0,Daniel Borrero Landazabal,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
348,Marko Jerčić,Poland,1,Rep,7.0,Piotr Górski,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
349,Marko Jerčić,Russia – Voronezh State University + VSTU + MIPT,1,Opp,8.0,Sergei Glebov,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
350,Marko Jerčić,Colombia,1,Mod,7.0,Daniel Borrero Landazabal,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
351,Simon Luca Villani,Poland,1,Rep,6.0,Piotr Górski,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
352,Simon Luca Villani,Russia – Voronezh State University + VSTU + MIPT,1,Opp,7.0,Sergei Glebov,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
353,Simon Luca Villani,Colombia,1,Mod,6.0,Daniel Borrero Landazabal,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
354,Suzanne Andersen,Poland,1,Rep,6.0,Piotr Górski,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
355,Suzanne Andersen,Russia – Voronezh State University + VSTU + MIPT,1,Opp,6.0,Sergei Glebov,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
356,Suzanne Andersen,Colombia,1,Mod,8.0,Daniel Borrero Landazabal,13. String shooter,4,Selective Fight 1| Room CO124| Round 4
357,Dmytro Oliinychenko,Greece,1,Rep,5.0,Nikolaos MitrakosandChristos Andrikopoulos,4. Escaping helicopters,3,Selective Fight 1| Room CO122| Round 3
358,Dmytro Oliinychenko,Denmark,1,Opp,5.0,Joachim Hermansen,4. Escaping helicopters,3,Selective Fight 1| Room CO122| Round 3
359,Dmytro Oliinychenko,France – École polytechnique,1,Mod,6.0,Kyrylo Gerashchenko,4. Escaping helicopters,3,Selective Fight 1| Room CO122| Round 3
360,Nina Samylova,Greece,1,Rep,4.0,Nikolaos MitrakosandChristos Andrikopoulos,4. Escaping helicopters,3,Selective Fight 1| Room CO122| Round 3
361,Nina Samylova,Denmark,1,Opp,6.0,Joachim Hermansen,4. Escaping helicopters,3,Selective Fight 1| Room CO122| Round 3
362,Nina Samylova,France – École polytechnique,1,Mod,8.0,Kyrylo Gerashchenko,4. Escaping helicopters,3,Selective Fight 1| Room CO122| Round 3
363,Samy Adjam,Greece,1,Rep,7.0,Nikolaos MitrakosandChristos Andrikopoulos,4. Escaping helicopters,3,Selective Fight 1| Room CO122| Round 3
